==8604== NVPROF is profiling process 8604, command: /home/lanchuanxin/torch/bin/python detect.py --weights runs/exp1_yolov5s_bdd/weights/best_yolov5s_bdd.pt --source bdd100k/images/test_nvprof --save-txt
==8604== Profiling application: /home/lanchuanxin/torch/bin/python detect.py --weights runs/exp1_yolov5s_bdd/weights/best_yolov5s_bdd.pt --source bdd100k/images/test_nvprof --save-txt
==8604== Profiling result:
"Time(%)","Time","Calls","Avg","Min","Max","Name"
0.022368,0.099841,36,2.773000,2.496000,3.008000,"void at::native::_GLOBAL__N__52_tmpxft_0000d8a1_00000000_11_Shape_compute_75_cpp1_ii_cedd8df2::CatArrayBatchedCopy<float, unsigned int, int=2, int=128, int=1>(float*, at::native::_GLOBAL__N__52_tmpxft_0000d8a1_00000000_11_Shape_compute_75_cpp1_ii_cedd8df2::CatArrInputTensorMetadata<at::native::_GLOBAL__N__52_tmpxft_0000d8a1_00000000_11_Shape_compute_75_cpp1_ii_cedd8df2::CatArrayBatchedCopy<float, unsigned int, int=2, int=128, int=1>, unsigned int, int=128, int=1>, at::native::_GLOBAL__N__52_tmpxft_0000d8a1_00000000_11_Shape_compute_75_cpp1_ii_cedd8df2::TensorSizeStride<at::native::_GLOBAL__N__52_tmpxft_0000d8a1_00000000_11_Shape_compute_75_cpp1_ii_cedd8df2::CatArrInputTensorMetadata, unsigned int=4>, int, at::native::_GLOBAL__N__52_tmpxft_0000d8a1_00000000_11_Shape_compute_75_cpp1_ii_cedd8df2::CatArrInputTensorMetadata)"
0.018498,0.082563,14,5.897000,3.072000,11.776000,"void at::native::_GLOBAL__N__55_tmpxft_0000d0ef_00000000_11_Indexing_compute_75_cpp1_ii_ccf56567::indexSelectSmallIndex<float, long, unsigned int, int=2, int=2, int=-2>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, at::cuda::detail<long, float>, int, int, float, long)"
0.017637,0.078722,51,1.543000,1.344000,2.080000,"void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float)"
0.016110,0.071907,51,1.409000,1.152000,2.016000,"void at::native::copy_to_diagonal_kernel<float>(float*, float, long, long, long, long)"
0.015049,0.067171,23,2.920000,2.720000,3.201000,"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_17round_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjLb0EESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_"
0.014038,0.062657,22,2.848000,2.752000,3.072000,"void at::native::_GLOBAL__N__55_tmpxft_0000d0ef_00000000_11_Indexing_compute_75_cpp1_ii_ccf56567::indexSelectLargeIndex<float, long, unsigned int, int=2, int=2, int=-2, bool=1>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, at::cuda::detail<long, float>, int, int, float, float, long)"
0.011263,0.050274,36,1.396000,1.344000,1.472000,"_ZN85_GLOBAL__N__61_tmpxft_0000d511_00000000_11_RangeFactories_compute_75_cpp1_ii_a1dd93ac29elementwise_kernel_with_indexIiZZZN2at6native15arange_cuda_outERKN3c106ScalarES6_S6_RNS1_6TensorEENKUlvE_clEvENKUlvE10_clEvEUllE_EEvT_T0_PN15function_traitsISD_E11result_typeE"
0.009808,0.043777,36,1.216000,1.184000,1.312000,"void at::cuda::detail::cub::DeviceCompactInitKernel<at::cuda::detail::cub::ScanTileState<int, bool=1>, long*>(int, int, bool=1)"
0.008854,0.039521,21,1.881000,1.792000,2.016000,"void at::native::unrolled_elementwise_kernel<at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>, TrivialOffsetCalculator<int=1, unsigned int>, TrivialOffsetCalculator<int=1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, long, long, long, long, at::native::AddFunctor<long>, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>)"
0.008331,0.037185,1,37.185000,37.185000,37.185000,"void cudnn::detail::explicit_convolve_sgemm<__half, int, int=1024, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>(int, int, int, __half const *, int, __half const , int, cudnn::detail::explicit_convolve_sgemm<__half, int, int=1024, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>*, kernel_conv_params, int, int, float, float, int, __half const *, __half const *)"
0.008159,0.036419,26,1.400000,1.120000,1.728000,"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_84_GLOBAL__N__60_tmpxft_0000da84_00000000_11_TensorCompare_compute_75_cpp1_ii_d0af11f724clamp_scalar_kernel_implERNS_18TensorIteratorBaseERKN3c106ScalarES8_ENKUlvE_clEvENKUlvE6_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE23TrivialOffsetCalculatorILi1EjESH_NS0_6memory15LoadWithoutCastENSI_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_"
0.005843,0.026081,13,2.006000,1.952000,2.208000,"_ZN2at6native29vectorized_elementwise_kernelILi2EZZZNS0_84_GLOBAL__N__60_tmpxft_0000da84_00000000_11_TensorCompare_compute_75_cpp1_ii_d0af11f724clamp_scalar_kernel_implERNS_18TensorIteratorBaseERKN3c106ScalarES8_ENKUlvE_clEvENKUlvE6_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_"
0.005700,0.025441,13,1.957000,1.888000,2.176000,"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_84_GLOBAL__N__60_tmpxft_0000da84_00000000_11_TensorCompare_compute_75_cpp1_ii_d0af11f724clamp_scalar_kernel_implERNS_18TensorIteratorBaseERKN3c106ScalarES8_ENKUlvE_clEvENKUlvE6_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_"
0.005470,0.024417,13,1.878000,1.824000,1.952000,"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_17round_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_"
0.005370,0.023969,13,1.843000,1.760000,2.080000,"void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char*, int=2>>(int, float, float)"
0.005342,0.023843,13,1.834000,1.792000,1.984000,"void at::native::unrolled_elementwise_kernel<at::native::BinaryFunctor<float, float, bool, at::native::CompareEqFunctor<float>>, at::detail::Array<char*, int=3>, TrivialOffsetCalculator<int=2, unsigned int>, TrivialOffsetCalculator<int=1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, float, float, bool, float, at::native::CompareEqFunctor<float>, at::native::BinaryFunctor<float, float, bool, at::native::CompareEqFunctor<float>>)"
0.004101,0.018305,8,2.288000,2.144000,2.368000,"void at::native::vectorized_elementwise_kernel<int=2, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long)"
0.003771,0.016833,7,2.404000,2.368000,2.497000,"void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long)"
0.001735,0.007744,5,1.548000,1.216000,1.728000,"void at::native::unrolled_elementwise_kernel<at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char*, int=2>, TrivialOffsetCalculator<int=1, unsigned int>, TrivialOffsetCalculator<int=1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, float, float, float, float, at::native::MulFunctor<float>, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>)"
0.001319,0.005888,1,5.888000,5.888000,5.888000,"void at::native::reduce_kernel<int=512, int=1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float>>, unsigned int, float, int=4>>(float)"
0.000667,0.002976,2,1.488000,1.216000,1.760000,"void at::native::unrolled_elementwise_kernel<at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>, at::detail::Array<char*, int=3>, TrivialOffsetCalculator<int=2, unsigned int>, TrivialOffsetCalculator<int=1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, float, float, float, float, at::native::AddFunctor<float>, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>)"
0.000667,0.002976,2,1.488000,1.184000,1.792000,"void at::native::vectorized_elementwise_kernel<int=2, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char*, int=2>>(int, float, float)"
0.000636,0.002839,4,0.709000,0.428000,1.263000,"[CUDA memset]"
0.000380,0.001696,1,1.696000,1.696000,1.696000,"void at::native::unrolled_elementwise_kernel<at::native::BUnaryFunctor<float, float, bool, at::native::CompareGTFunctor<float>>, at::detail::Array<char*, int=2>, TrivialOffsetCalculator<int=1, unsigned int>, TrivialOffsetCalculator<int=1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, float, float, bool, float, at::native::CompareGTFunctor<float>, at::native::BUnaryFunctor<float, float, bool, at::native::CompareGTFunctor<float>>)"

==8604== System profiling result:
"","Device","Count","Avg","Min","Max"
"SM Clock (MHz)","TITAN Xp (0)",89,1442.000000,1442.000000,1442.000000
"Memory Clock (MHz)","TITAN Xp (0)",89,5514.539326,5508.000000,5702.000000
"Temperature (C)","TITAN Xp (0)",177,41.028249,40.000000,42.000000
"Power (mW)","TITAN Xp (0)",177,64383.378531,62296.000000,77415.000000
"Fan (%)","TITAN Xp (0)",89,23.000000,23.000000,23.000000

==8604== API calls:
"Time(%)","Time","Calls","Avg","Min","Max","Name"
%,s,,ms,ms,s,
86.251120,4.987966,24,207.831916,0.005020,4.981656,"cudaMalloc"
6.151723,0.355759,7,50.822669,0.000635,0.248001,"cudaFree"
4.786640,0.276815,26753,0.010347,0.005790,0.000685,"cudaLaunchKernel"
1.125411,0.065083,152165,0.000427,0.000260,0.000803,"cudaGetDevice"
0.801920,0.046376,2728,0.016999,0.008291,0.000400,"cudaMemcpyAsync"
0.250020,0.014459,2519,0.005739,0.001447,0.000114,"cudaStreamSynchronize"
0.216138,0.012499,4760,0.002625,0.001864,0.000611,"cudaEventRecord"
0.167096,0.009663,37671,0.000256,0.000105,0.000644,"cudaGetLastError"
0.078750,0.004554,378,0.012048,0.006122,0.000200,"cudaMemcpy"
0.038151,0.002206,286,0.007714,0.000128,0.001007,"cuDeviceGetAttribute"
0.036770,0.002126,3,0.708814,0.448601,0.001228,"cuDeviceTotalMem"
0.021226,0.001228,2,0.613764,0.601505,0.000626,"cudaGetDeviceProperties"
0.017935,0.001037,1,1.037171,1.037171,0.001037,"cudaHostAlloc"
0.013847,0.000801,134,0.005975,0.004876,0.000016,"cudaDeviceSynchronize"
0.010922,0.000632,188,0.003359,0.001488,0.000016,"cudaBindTexture"
0.006975,0.000403,3,0.134450,0.047901,0.000305,"cuDeviceGetName"
0.006309,0.000365,277,0.001317,0.000582,0.000005,"cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags"
0.005327,0.000308,603,0.000510,0.000276,0.000004,"cudaDeviceGetAttribute"
0.003598,0.000208,992,0.000209,0.000126,0.000005,"cudaPeekAtLastError"
0.003431,0.000198,188,0.001055,0.000618,0.000003,"cudaUnbindTexture"
0.003147,0.000182,4,0.045494,0.002310,0.000173,"cudaStreamCreateWithPriority"
0.000870,0.000050,8,0.006286,0.002068,0.000027,"cudaStreamCreateWithFlags"
0.000657,0.000038,48,0.000791,0.000438,0.000007,"cudaEventCreateWithFlags"
0.000535,0.000031,188,0.000164,0.000095,0.000000,"cudaCreateChannelDesc"
0.000510,0.000029,4,0.007368,0.003046,0.000015,"cudaMemsetAsync"
0.000203,0.000012,5,0.002351,0.000238,0.000008,"cuDeviceGetCount"
0.000162,0.000009,1,0.009340,0.009340,0.000009,"cuDeviceGetPCIBusId"
0.000157,0.000009,2,0.004540,0.001677,0.000007,"cudaSetDevice"
0.000133,0.000008,1,0.007665,0.007665,0.000008,"cudaFuncGetAttributes"
0.000108,0.000006,5,0.001253,0.000169,0.000005,"cudaGetDeviceCount"
0.000052,0.000003,5,0.000599,0.000234,0.000001,"cuDeviceGet"
0.000045,0.000003,1,0.002618,0.002618,0.000003,"cudaDeviceGetStreamPriorityRange"
0.000043,0.000002,2,0.001239,0.001131,0.000001,"cuInit"
0.000040,0.000002,1,0.002288,0.002288,0.000002,"cudaHostGetDevicePointer"
0.000017,0.000001,3,0.000336,0.000186,0.000001,""
0.000017,0.000001,2,0.000479,0.000429,0.000001,"cuDriverGetVersion"
